variant,map50,map5095,precision,recall,cpu_ms
YOLOv8n,0.8219073800845965,0.5342327122532038,0.9710206708774723,0.7555555555555555,130.86470416747034
YOLOv8s,0.8389751439798069,0.5419868235437753,0.9457073421864537,0.7742464421372933,178.14065139973536
YOLOv8m,0.8343760449254427,0.5171823396592523,0.9277413242285292,0.7777777777777778,272.5000402657315
