variant,map50,map5095,precision,recall,cpu_ms
YOLOv8n,0.849202463880289,0.574834248349197,0.9408221177846432,0.7951808018711477,282.9390696923086
YOLOv8s,0.8930979748221128,0.5878770251778873,0.9440659752282564,0.844209420992324,439.6039557692312
YOLOv8m,0.7581110973425955,0.5245671603327418,0.8176008509322312,0.75,841.6557846153847
